MNSO - MINISO,MNSO/miniso
JW.B - John Wiley & Sons,JW.B/john-wiley-sons
SKLZ - Skillz,SKLZ/skillz
IBTX - Independent Bank,IBTX/independent-bank
EVCM - EverCommerce,EVCM/evercommerce
AHCO - AdaptHealth,AHCO/adapthealth
PD - PagerDuty,PD/pagerduty
MAIN - Main Street Capital,MAIN/main-street-capital
IFS - Intercorp Financial Services,IFS/intercorp-financial-services
ELP - Companhia Paranaense De Energia (COPEL),ELP/companhia-paranaense-de-energia-copel
FTDR - Frontdoor,FTDR/frontdoor
EAF - GrafTech,EAF/graftech
BMI - Badger Meter,BMI/badger-meter
DNUT - Krispy Kreme,DNUT/krispy-kreme
VC - Visteon,VC/visteon
NOVA - Sunnova Energy,NOVA/sunnova-energy
RUSHA - Rush Enterprises,RUSHA/rush-enterprises
SHAK - Shake Shack,SHAK/shake-shack
TPH - Tri Pointe Homes,TPH/tri-pointe-homes
SWTX - SpringWorks Therapeutics,SWTX/springworks-therapeutics
ITRI - Itron,ITRI/itron
TEX - Terex,TEX/terex
QRTEA - Qurate Retail,QRTEA/qurate-retail
WTM - White Mountains Insurance Group,WTM/white-mountains-insurance-group
IOVA - Iovance Biotherapeutics,IOVA/iovance-biotherapeutics
TCBI - Texas Capital Bancshares,TCBI/texas-capital-bancshares
AVDX - AvidXchange Holdings,AVDX/avidxchange-holdings
CBRL - Cracker Barrel Old Country Store,CBRL/cracker-barrel-old-country-store
CPG - Crescent Point Energy,CPG/crescent-point-energy
FLGT - Fullgent Genetics,FLGT/fullgent-genetics
JOE - St Joe,JOE/st-joe
NWE - NorthWestern,NWE/northwestern
JJSF - J & J Snack Foods,JJSF/j-j-snack-foods
ONB - Old National Bancorp,ONB/old-national-bancorp
KMT - Kennametal,KMT/kennametal
FCFS - FirstCash Holdings,FCFS/firstcash-holdings
DQ - DAQO New Energy,DQ/daqo-new-energy
VEON - VEON,VEON/veon
AVA - Avista,AVA/avista
IHRT - IHeartMedia,IHRT/iheartmedia
MEOH - Methanex,MEOH/methanex
ARCB - ArcBest,ARCB/arcbest
CRNC - Cerence,CRNC/cerence
TBK - Triumph Bancorp,TBK/triumph-bancorp
AGI - Alamos Gold,AGI/alamos-gold
PACK - Ranpak Holdings Corp,PACK/ranpak-holdings-corp
MANT - ManTech,MANT/mantech
"CCU - Compania Cervecerias Unidas, S.A","CCU/compania-cervecerias-unidas,-sa"
MMYT - MakeMyTrip,MMYT/makemytrip
CNO - CNO Financial,CNO/cno-financial
SANA - Sana Biotechnology,SANA/sana-biotechnology
SWIM - Latham,SWIM/latham
CNX - CNX Resources,CNX/cnx-resources
KTB - Kontoor Brands,KTB/kontoor-brands
ACVA - ACV Auctions,ACVA/acv-auctions
ZIP - ZipRecruiter,ZIP/ziprecruiter
AGTI - Agiliti,AGTI/agiliti
RUSHB - Rush Enterprises,RUSHB/rush-enterprises
TAC - TransAlta,TAC/transalta
RXRX - Recursion Pharmaceuticals,RXRX/recursion-pharmaceuticals
MLKN - MillerKnoll,MLKN/millerknoll
VMEO - Vimeo,VMEO/vimeo
RCUS - Arcus Biosciences,RCUS/arcus-biosciences
VCYT - Veracyte,VCYT/veracyte
MGEE - MGE Energy,MGEE/mge-energy
ULCC - Frontiers,ULCC/frontiers
URBN - Urban Outfitters,URBN/urban-outfitters
SJI - South Jersey Industries,SJI/south-jersey-industries
PEB - Pebblebrook Hotel Trust,PEB/pebblebrook-hotel-trust
OTTR - Otter Tail,OTTR/otter-tail
PRG - Aaron's Holdings,PRG/aarons-holdings
MCY - Mercury General,MCY/mercury-general
GHC - Graham Holdings,GHC/graham-holdings
AUPH - Aurinia Pharmaceuticals Inc,AUPH/aurinia-pharmaceuticals-inc
SEMR - SEMrush Holdings,SEMR/semrush-holdings
UNFI - United Natural Foods,UNFI/united-natural-foods
HUBG - Hub,HUBG/hub
CENT - Central Garden & Pet,CENT/central-garden-pet
GEF - Greif,GEF/greif
PDCO - Patterson,PDCO/patterson
CVBF - CVB Financial,CVBF/cvb-financial
GEF.B - Greif Bros,GEF.B/greif-bros
WHD - Cactus,WHD/cactus
WIRE - Encore Wire,WIRE/encore-wire
CVCO - Cavco Industries,CVCO/cavco-industries
TIGO - Millicom Cellular SA,TIGO/millicom-cellular-sa
VALN - Valneva SE,VALN/valneva-se
BDC - Belden Inc,BDC/belden-inc
THRM - Gentherm Inc,THRM/gentherm-inc
LPRO - Open Lending,LPRO/open-lending
TRN - Trinity Industries,TRN/trinity-industries
FA - First Advantage,FA/first-advantage
ARQQ - Arqit Quantum,ARQQ/arqit-quantum
RXT - Rackspace Technology,RXT/rackspace-technology
NVRO - Nevro,NVRO/nevro
EXFY - Expensify,EXFY/expensify
FROG - JFrog,FROG/jfrog
FUN - Cedar Fair,FUN/cedar-fair
FBP - First BanCorp,FBP/first-bancorp
NGVT - Ingevity,NGVT/ingevity
ITGR - Integer Holdings,ITGR/integer-holdings
PTCT - PTC Therapeutics,PTCT/ptc-therapeutics
AG - First Majestic Silver,AG/first-majestic-silver
AIN - Albany,AIN/albany
AUB - Atlantic Union Bankshares,AUB/atlantic-union-bankshares
PRVA - Privia Health,PRVA/privia-health
TWNK - Hostess Brands,TWNK/hostess-brands
ME - 23andMe Holding,ME/23andme-holding
PRMW - Primo Water,PRMW/primo-water
BRC - Brady,BRC/brady
DY - Dycom Industries,DY/dycom-industries
STEM - Stem,STEM/stem
SABR - Sabre,SABR/sabre
TTGT - TechTarget,TTGT/techtarget
HTH - Hilltop Holdings,HTH/hilltop-holdings
DDD - 3D Systems,DDD/3d-systems
HL - Hecla Mining,HL/hecla-mining
DOOR - Masonite,DOOR/masonite
SCL - Stepan,SCL/stepan
CVET - Covetrus,CVET/covetrus
KEN - Kenon Holdings,KEN/kenon-holdings
"BCC - Boise Cascade, L.L.C","BCC/boise-cascade,-llc"
MPLN - MultiPlan,MPLN/multiplan
CCS - Century Communities,CCS/century-communities
RIOT - Riot Blockchain,RIOT/riot-blockchain
FULT - Fulton Financial,FULT/fulton-financial
TGTX - TG Therapeutics,TGTX/tg-therapeutics
HAE - Haemonetics,HAE/haemonetics
USM - United States Cellular,USM/united-states-cellular
ABM - ABM Industries,ABM/abm-industries
WOR - Worthington Industries,WOR/worthington-industries
CYRX - CryoPort,CYRX/cryoport
TDCX - TDCX,TDCX/tdcx
GO - Grocery Outlet Holding,GO/grocery-outlet-holding
PCRX - Pacira BioSciences,PCRX/pacira-biosciences
AAWW - Atlas Air Worldwide Holdings,AAWW/atlas-air-worldwide-holdings
LILA - Liberty Latin America,LILA/liberty-latin-america
INDB - Independent Bank,INDB/independent-bank
EVGO - EVgo,EVGO/evgo
NUVA - NuVasive,NUVA/nuvasive
SPXC - SPX,SPXC/spx
IBOC - International Bancshares,IBOC/international-bancshares
PLXS - Plexus,PLXS/plexus
VAL - Valaris,VAL/valaris
SANM - Sanmina,SANM/sanmina
NAPA - Duckhorn Portfolio,NAPA/duckhorn-portfolio
CPE - Callon Petroleum,CPE/callon-petroleum
YELP - Yelp,YELP/yelp
KAI - Kadant Inc,KAI/kadant-inc
LILAK - Liberty Global,LILAK/liberty-global
IRT - Independence Realty Trust,IRT/independence-realty-trust
LMND - Lemonade,LMND/lemonade
DBC - Invesco DB Commodity Index Tracking ETF,DBC/invesco-db-commodity-index-tracking-etf
HIMX - Himax Technologies,HIMX/himax-technologies
CENTA - Central Garden & Pet,CENTA/central-garden-pet
PVG - Pretium Resources,PVG/pretium-resources
ENR - Energizer Holdings,ENR/energizer-holdings
ABR - Arbor Realty Trust,ABR/arbor-realty-trust
FTI - TechnipFMC,FTI/technipfmc
ALHC - Alignment Healthcare,ALHC/alignment-healthcare
NHI - National Health Investors,NHI/national-health-investors
HHR - HeadHunter Group,HHR/headhunter-group
FSS - Federal Signal,FSS/federal-signal
GBDC - Golub Capital BDC,GBDC/golub-capital-bdc
LGND - Ligand Pharmaceuticals,LGND/ligand-pharmaceuticals
OSTK - Overstock,OSTK/overstock
EVBG - Everbridge,EVBG/everbridge
AXNX - Axonics,AXNX/axonics
VSTO - Vista Outdoor,VSTO/vista-outdoor
HP - Helmerich & Payne,HP/helmerich-payne
BIGC - BigCommerce Holdings,BIGC/bigcommerce-holdings
LPSN - LivePerson,LPSN/liveperson
COLB - Columbia Banking System,COLB/columbia-banking-system
NKTR - Nektar Therapeutics,NKTR/nektar-therapeutics
UCTT - Ultra Clean Holdings,UCTT/ultra-clean-holdings
CRGY - Crescent Energy,CRGY/crescent-energy
MOG.B - Moog,MOG.B/moog
SHO - Sunstone Hotel Investors,SHO/sunstone-hotel-investors
MOG.A - Moog,MOG.A/moog
ERF - Enerplus,ERF/enerplus
EPAY - Bottomline Technologies,EPAY/bottomline-technologies
SAGE - Sage Therapeutics,SAGE/sage-therapeutics
NUS - Nu Skin Enterprises,NUS/nu-skin-enterprises
UDMY - Udemy,UDMY/udemy
TAL - TAL Education Group,TAL/tal-education-group
WLL - Whiting Petroleum,WLL/whiting-petroleum
IBRX - ImmunityBio,IBRX/immunitybio
CCXI - ChemoCentryx,CCXI/chemocentryx
CPK - Chesapeake Utilities,CPK/chesapeake-utilities
HRMY - Harmony Biosciences Holdings,HRMY/harmony-biosciences-holdings
GMS - GMS,GMS/gms
FIBK - First Interstate BancSystem,FIBK/first-interstate-bancsystem
FBC - Flagstar Bancorp,FBC/flagstar-bancorp
STGW - Stagwell,STGW/stagwell
ACA - Arcosa,ACA/arcosa
HMY - Harmony Gold Mining,HMY/harmony-gold-mining
OAS - Oasis Petroleum,OAS/oasis-petroleum
WGO - Winnebago Industries,WGO/winnebago-industries
MGLN - Magellan Health,MGLN/magellan-health
SHI - SINOPEC Shangai Petrochemical,SHI/sinopec-shangai-petrochemical
CSTM - Constellium SE,CSTM/constellium-se
EPC - Edgewell Personal Care,EPC/edgewell-personal-care
VCTR - Victory Capital Holdings,VCTR/victory-capital-holdings
GDYN - Grid Dynamics Holdings,GDYN/grid-dynamics-holdings
SGFY - Signify Health,SGFY/signify-health
FTAI - Fortress Transportation And Infrastructure Investors LLC,FTAI/fortress-transportation-and-infrastructure-investors-llc
EVH - Evolent Health,EVH/evolent-health
BCRX - BioCryst Pharmaceuticals,BCRX/biocryst-pharmaceuticals
NTCT - NetScout Systems,NTCT/netscout-systems
RILY - B Riley Financial,RILY/b-riley-financial
ADV - Advantage Solutions,ADV/advantage-solutions
MED - MEDIFAST INC,MED/medifast-inc
ENIC - Enersis Chile S.A,ENIC/enersis-chile-sa
TR - Tootsie Roll Industries,TR/tootsie-roll-industries
LC - LendingClub,LC/lendingclub
SDGR - Schrodinger,SDGR/schrodinger
VERX - Vertex,VERX/vertex
ACLS - Axcelis Technologies,ACLS/axcelis-technologies
EBS - Emergent Biosolutions,EBS/emergent-biosolutions
HOME - At Home Group,HOME/at-home-group
ENFN - Enfusion,ENFN/enfusion
MTX - Minerals Technologies,MTX/minerals-technologies
WWW - Wolverine World Wide,WWW/wolverine-world-wide
PAYO - Payoneer Global,PAYO/payoneer-global
WSFS - WSFS Financial,WSFS/wsfs-financial
MSGE - Madison Square Garden Entertainment,MSGE/madison-square-garden-entertainment
TPTX - Turning Point Therapeutics,TPTX/turning-point-therapeutics
VRRM - VERRA MOBILITY CORP,VRRM/verra-mobility-corp
CD - Chindatas,CD/chindatas
SAVE - Spirit Airlines,SAVE/spirit-airlines
KTOS - Kratos Defense & Security Solutions,KTOS/kratos-defense-security-solutions
JELD - JELD-WEN Holding,JELD/jeld-wen-holding
CDNA - CareDx,CDNA/caredx
XNCR - Xencor,XNCR/xencor
ROIC - Retail Opportunity Investments,ROIC/retail-opportunity-investments
CRTO - Criteo S.A,CRTO/criteo-sa
ZUO - Zuora,ZUO/zuora
B - Barnes,B/barnes
MGNI - Magnite,MGNI/magnite
FMBI - First Midwest Bancorp,FMBI/first-midwest-bancorp
GCP - GCP Applied Technologies,GCP/gcp-applied-technologies
BKKT - Bakkt Holdings,BKKT/bakkt-holdings
BIRD - Allbirds,BIRD/allbirds
TDS - Telephone And Data Systems,TDS/telephone-and-data-systems
FUBO - FuboTV,FUBO/fubotv
MD - MEDNAX,MD/mednax
RLJ - RLJ Lodging Trust,RLJ/rlj-lodging-trust
BDN - Brandywine Realty Trust,BDN/brandywine-realty-trust
FCPT - Four Corners Property Trust,FCPT/four-corners-property-trust
STFC - State Auto Financial,STFC/state-auto-financial
OMAB - Grupo Aeroportuario Del Centro Norte S.A.B De C.V,OMAB/grupo-aeroportuario-del-centro-norte-sab-de-cv
ESE - ESCO Technologies,ESE/esco-technologies
SWI - SolarWinds,SWI/solarwinds
BANF - BancFirst,BANF/bancfirst
PDM - Piedmont Office Realty Trust,PDM/piedmont-office-realty-trust
TOWN - Towne Bank,TOWN/towne-bank
SMCI - Super Micro Computer,SMCI/super-micro-computer
MKTW - MarketWise,MKTW/marketwise
SATS - EchoStar,SATS/echostar
FFBC - First Financial Bancorp,FFBC/first-financial-bancorp
MWA - MUELLER WATER PRODUCTS,MWA/mueller-water-products
CGAU - Centerra Gold,CGAU/centerra-gold
AAT - American Assets Trust,AAT/american-assets-trust
NPO - EnPro Industries,NPO/enpro-industries
MDRX - Allscripts Healthcare Solutions,MDRX/allscripts-healthcare-solutions
EXAI - Exscientia,EXAI/exscientia
DCBO - Docebo,DCBO/docebo
EPP - IShares MSCI Pacific Ex Japan ETF,EPP/ishares-msci-pacific-ex-japan-etf
VRTS - Virtus Investment Partners,VRTS/virtus-investment-partners
COMM - CommScope Holding,COMM/commscope-holding
PTVE - Pactiv Evergreen,PTVE/pactiv-evergreen
CORT - Corcept Therapeutics,CORT/corcept-therapeutics
PSMT - PriceSmart,PSMT/pricesmart
CDLX - Cardlytics,CDLX/cardlytics
FRME - First Merchants,FRME/first-merchants
JKS - JinkoSolar Holding,JKS/jinkosolar-holding
IOSP - Innospec,IOSP/innospec
THS - TreeHouse Foods,THS/treehouse-foods
MNDY - Monday,MNDY/monday
VCRA - Vocera Communications,VCRA/vocera-communications
OLK - Olink Holding AB (publ),OLK/olink-holding-ab-publ
OM - Outset Medical,OM/outset-medical
CTKB - Cytek Biosciences,CTKB/cytek-biosciences
PRTA - Prothena,PRTA/prothena
CLBK - Columbia Financial,CLBK/columbia-financial
FORG - ForgeRock,FORG/forgerock
CTRE - CareTrust REIT,CTRE/caretrust-reit
XMTR - Xometry,XMTR/xometry
UE - Urban Edge Properties,UE/urban-edge-properties
WSBC - WesBanco,WSBC/wesbanco
MYGN - Myriad Genetics,MYGN/myriad-genetics
IDCC - InterDigital,IDCC/interdigital
SBLK - Star Bulk Carriers,SBLK/star-bulk-carriers
LAUR - Laureate Education,LAUR/laureate-education
PI - Impinj,PI/impinj
SASR - Sandy Spring Bancorp,SASR/sandy-spring-bancorp
TEO - Telecom Argentina Stet - France Telecom S.A,TEO/telecom-argentina-stet---france-telecom-sa
ALLO - Allogene Therapeutics,ALLO/allogene-therapeutics
MIR - Mirion Technologies,MIR/mirion-technologies
ROCK - Gibraltar Industries,ROCK/gibraltar-industries
WRE - Washington Real Estate Investment Trust,WRE/washington-real-estate-investment-trust
UTZ - Utz Brands,UTZ/utz-brands
PHR - Phreesia,PHR/phreesia
CNR - Cornerstone Building Brands,CNR/cornerstone-building-brands
WAFD - Washington Federal,WAFD/washington-federal
SJW - SJW Group,SJW/sjw-group
SFIX - Stitch Fix,SFIX/stitch-fix
TIL - Instil Bio,TIL/instil-bio
ADX - Adams Diversified Equity Fund,ADX/adams-diversified-equity-fund
MAXR - Maxar Technologies,MAXR/maxar-technologies
PRAA - PRA,PRAA/pra
BSM - Black Stone Minerals,BSM/black-stone-minerals
STC - Stewart Information Services,STC/stewart-information-services
ARRY - Array Technologies,ARRY/array-technologies
KN - Knowles,KN/knowles
ATSG - Air Transport Services,ATSG/air-transport-services
REGI - Renewable Energy,REGI/renewable-energy
GKOS - Glaukos,GKOS/glaukos
BHG - Bright Health,BHG/bright-health
HTLF - Heartland Financial USA,HTLF/heartland-financial-usa
NUV - Nuveen Municipal Value Fund,NUV/nuveen-municipal-value-fund
BBIO - BridgeBio Pharma,BBIO/bridgebio-pharma
PRGS - Progress Software,PRGS/progress-software
SBH - Sally Beauty Holdings,SBH/sally-beauty-holdings
BKE - Buckle,BKE/buckle
EVOP - EVO Payments,EVOP/evo-payments
FRG - Franchise,FRG/franchise
RNST - Renasant,RNST/renasant
HCAT - Health Catalyst,HCAT/health-catalyst
GSKY - GreenSky,GSKY/greensky
NVEE - NV5 Global,NVEE/nv5-global
CMTG - Claros Mortgage Trust,CMTG/claros-mortgage-trust
FBK - FB Financial,FBK/fb-financial
CUBI - Customers Bancorp,CUBI/customers-bancorp
GNW - Genworth Financial,GNW/genworth-financial
NXRT - NexPoint Residential Trust,NXRT/nexpoint-residential-trust
BANR - Banner,BANR/banner
MODV - ModivCare,MODV/modivcare
LAW - CS Disco,LAW/cs-disco
MSEX - Middlesex Water,MSEX/middlesex-water
CAKE - Cheesecake Factory,CAKE/cheesecake-factory
WISH - ContextLogic,WISH/contextlogic
BSIG - BrightSphere Investment Group,BSIG/brightsphere-investment-group
XHR - Xenia Hotels & Resorts,XHR/xenia-hotels-resorts
HMHC - Houghton Mifflin Harcourt,HMHC/houghton-mifflin-harcourt
MNR - Monmouth Real Estate Investment,MNR/monmouth-real-estate-investment
EXTR - Extreme Networks,EXTR/extreme-networks
CYXT - Cyxtera Technologies,CYXT/cyxtera-technologies
BALY - Bally's,BALY/ballys
MEG - Montrose Environmental,MEG/montrose-environmental
CDXS - Codexis,CDXS/codexis
VVNT - Vivint Smart Home,VVNT/vivint-smart-home
AKO.B - Embotelladora Andina S.A,AKO.B/embotelladora-andina-sa
MMI - Marcus & Millichap,MMI/marcus-millichap
SLGC - SomaLogic,SLGC/somalogic
CBZ - CBIZ,CBZ/cbiz
NTB - Bank Of N.T Butterfield & Son,NTB/bank-of-nt-butterfield-son
VTEX - VTEX,VTEX/vtex
CRSR - Corsair Gaming,CRSR/corsair-gaming
SBCF - Seacoast Banking Of Florida,SBCF/seacoast-banking-of-florida
VET - Vermilion Energy,VET/vermilion-energy
TSE - Trinseo,TSE/trinseo
TRMK - Trustmark,TRMK/trustmark
INFN - Infinera,INFN/infinera
CODI - Compass Diversified Holdings,CODI/compass-diversified-holdings
DRH - DiamondRock Hospitality,DRH/diamondrock-hospitality
SAH - Sonic Automotive,SAH/sonic-automotive
LKFN - Lakeland Financial,LKFN/lakeland-financial
LFG - Archaea Energy,LFG/archaea-energy
OR - Osisko Gold Royalties,OR/osisko-gold-royalties
SKT - Tanger Factory Outlet Centers,SKT/tanger-factory-outlet-centers
BGS - B&G Foods,BGS/b-g-foods
ODP - ODP,ODP/odp
HLMN - Hillman Solutions,HLMN/hillman-solutions
TWO - Two Harbors Investments Corp,TWO/two-harbors-investments-corp
NABL - N-able,NABL/n-able
ANF - Abercrombie & Fitch,ANF/abercrombie-fitch
ARGO - Argos,ARGO/argos
RVT - Royce Value Trust,RVT/royce-value-trust
MFA - MFA Financial,MFA/mfa-financial
SBGI - Sinclair Broadcast,SBGI/sinclair-broadcast
LNTH - Lantheus Holdings,LNTH/lantheus-holdings
ATI - Allegheny Technologies,ATI/allegheny-technologies
IVT - InvenTrust Properties,IVT/inventrust-properties
EGHT - 8x8 Inc,EGHT/8x8-inc
SKYW - SkyWest,SKYW/skywest
HSKA - Heska,HSKA/heska
XPER - Xperi Holding,XPER/xperi-holding
CAMT - Camtek,CAMT/camtek
DEA - Easterly Government Properties,DEA/easterly-government-properties
MNRO - Monro Muffler Brake,MNRO/monro-muffler-brake
RLGY - Realogy Holdings,RLGY/realogy-holdings
CNK - Cinemark Holdings Inc,CNK/cinemark-holdings-inc
USNA - USANA Health Sciences,USNA/usana-health-sciences
STER - Sterling Check,STER/sterling-check
GDOT - Green Dot,GDOT/green-dot
VBTX - Veritex Holdings,VBTX/veritex-holdings
PAGP - Plainss,PAGP/plainss
PTRA - Proterra,PTRA/proterra
FCEL - FuelCell Energy,FCEL/fuelcell-energy
NSTG - NanoString Technologies,NSTG/nanostring-technologies
GCMG - GCM Grosvenor,GCMG/gcm-grosvenor
GTN - Gray Television,GTN/gray-television
ICFI - ICF,ICFI/icf
NVTS - Navitas Semiconductor,NVTS/navitas-semiconductor
GSBD - Goldman Sachs BDC,GSBD/goldman-sachs-bdc
CTOS - Custom Truck One Source,CTOS/custom-truck-one-source
GOEV - Canoo,GOEV/canoo
PING - Ping Identity Holding,PING/ping-identity-holding
DWAC - Digital World Acquisition,DWAC/digital-world-acquisition
AKR - Acadia Realty Trust,AKR/acadia-realty-trust
EVRI - Everi Holdings,EVRI/everi-holdings
GBT - Global Blood Therapeutics,GBT/global-blood-therapeutics
"VLRS - Controladora Vuela Compania De Aviacion, S.A.B De C.V","VLRS/controladora-vuela-compania-de-aviacion,-sab-de-cv"
MGRC - McGrath RentCorp,MGRC/mcgrath-rentcorp
ASZ - Austerlitz Acquisition II,ASZ/austerlitz-acquisition-ii
RDWR - Radware,RDWR/radware
HTGC - Hercules Capital,HTGC/hercules-capital
CRK - Comstock Resources,CRK/comstock-resources
IRWD - Ironwood Pharmaceuticals,IRWD/ironwood-pharmaceuticals
SMRT - SmartRent,SMRT/smartrent
EDIT - Editas Medicine,EDIT/editas-medicine
NOAH - Noah Holdings,NOAH/noah-holdings
EWCZ - European Wax Center,EWCZ/european-wax-center
MGPI - MGP Ingredients,MGPI/mgp-ingredients
SPNS - Sapiens,SPNS/sapiens
BLMN - Bloomin' Brands,BLMN/bloomin-brands
PATK - Patrick Industries,PATK/patrick-industries
RVMD - Revolution Medicines,RVMD/revolution-medicines
ISEE - IVERIC Bio,ISEE/iveric-bio
CSWI - CSW Industrials,CSWI/csw-industrials
CSIQ - Canadian Solar,CSIQ/canadian-solar
PFS - Provident Financial Services,PFS/provident-financial-services
CSGS - CSG Systems,CSGS/csg-systems
GAB - Gabelli Equity Trust,GAB/gabelli-equity-trust
USA - Liberty All-Star Equity Fund,USA/liberty-all-star-equity-fund
KAR - KAR Auction Services,KAR/kar-auction-services
VCEL - Vericel,VCEL/vericel
TARO - Taro Pharmaceutical Industries,TARO/taro-pharmaceutical-industries
NMIH - NMI Holdings Inc,NMIH/nmi-holdings-inc
WOW - WideOpenWest,WOW/wideopenwest
HLTH - Cue Health,HLTH/cue-health
GWB - Great Western Bancorp,GWB/great-western-bancorp
JBI - Janus,JBI/janus
HBM - HudBay Minerals Inc,HBM/hudbay-minerals-inc
MTRN - Materion,MTRN/materion
BVN - Buenaventura Mining,BVN/buenaventura-mining
DEM - WisdomTree Emerging Markets High Dividend ETF,DEM/wisdomtree-emerging-markets-high-dividend-etf
MFGP - Micro Focus,MFGP/micro-focus
GPRE - Green Plains,GPRE/green-plains
FORTY - Formula Systems (1985),FORTY/formula-systems-1985
PLAY - Dave & Buster's Entertainment,PLAY/dave-busters-entertainment
RIG - Transocean,RIG/transocean
OI - O-I Glass,OI/o-i-glass
LEV - Lion Electric,LEV/lion-electric
ARHS - Arhaus,ARHS/arhaus
EGBN - Eagle Bancorp,EGBN/eagle-bancorp
STAR - IStar Financial,STAR/istar-financial
TVTX - Travere Therapeutics,TVTX/travere-therapeutics
COHU - Cohu,COHU/cohu
PGRE - Paramount,PGRE/paramount
DKL - Delek Logistics Partners,DKL/delek-logistics-partners
WFRD - Weatherford,WFRD/weatherford
CMPR - Cimpress,CMPR/cimpress
JACK - Janus Henderson Sustainable & Impact Core Bond ETF,JACK/janus-henderson-sustainable-impact-core-bond-etf
NUVB - Nuvation Bio,NUVB/nuvation-bio
AMK - AssetMark Financial Holdings,AMK/assetmark-financial-holdings
ERAS - Erasca,ERAS/erasca
BAND - Bandwidth,BAND/bandwidth
LILM - Lilium,LILM/lilium
IRBT - IRobot,IRBT/irobot
PTEN - Patterson-UTI Energy,PTEN/patterson-uti-energy
HNI - HNI,HNI/hni
ARI - Apollo Commercial Real Estate Finance,ARI/apollo-commercial-real-estate-finance
CASH - Meta Financial,CASH/meta-financial
CDMO - Avid Bioservices,CDMO/avid-bioservices
AGIO - Agios Pharmaceuticals,AGIO/agios-pharmaceuticals
VERV - Verve Therapeutics,VERV/verve-therapeutics
CLOV - Clover Health Investments,CLOV/clover-health-investments
CLDX - Celldex Therapeutics,CLDX/celldex-therapeutics
MYRG - MYR,MYRG/myr
ALKT - Alkami Technology,ALKT/alkami-technology
EFSC - Enterprise Financial Services,EFSC/enterprise-financial-services
LYEL - Lyell Immunopharma,LYEL/lyell-immunopharma
PJT - PJT Partners,PJT/pjt-partners
FOE - Ferro,FOE/ferro
MEI - Methode Electronics,MEI/methode-electronics
ALEX - Alexander & Baldwin Holdings,ALEX/alexander-baldwin-holdings
MHO - M/I Homes,MHO/m-i-homes
WMK - Weis Markets,WMK/weis-markets
VRTV - Veritiv,VRTV/veritiv
NWBI - Northwest Bancshares,NWBI/northwest-bancshares
BROS - Dutch Bros,BROS/dutch-bros
DFH - Dream Finders Homes,DFH/dream-finders-homes
API - Agora,API/agora
GTN.A - Gray Television,GTN.A/gray-television
CALM - Cal-Maine Foods,CALM/cal-maine-foods
EURN - Euronav,EURN/euronav
MYTE - MYT Netherlands Parent B.V,MYTE/myt-netherlands-parent-bv
PUBM - PubMatic,PUBM/pubmatic
MOMO - Hello Group,MOMO/hello-group
HOPE - Hope Bancorp,HOPE/hope-bancorp
MORF - Morphic Holding,MORF/morphic-holding
TY - Tri Continental,TY/tri-continental
MVST - Microvast Holdings,MVST/microvast-holdings
GWH - ESS Tech,GWH/ess-tech
CYH - Community Health Systems,CYH/community-health-systems
TGH - Textainers,TGH/textainers
LBRT - Liberty Oilfield Services,LBRT/liberty-oilfield-services
ECPG - Encore Capital Group Inc,ECPG/encore-capital-group-inc
SNBR - Sleep Number,SNBR/sleep-number
GVA - Granite Construction,GVA/granite-construction
ALG - Alamo,ALG/alamo
SAVA - Cassava Sciences,SAVA/cassava-sciences
ACCD - Accolade,ACCD/accolade
SCPL - SciPlay,SCPL/sciplay
PTY - Pimco Corporate & Income Opportunity Fund,PTY/pimco-corporate-income-opportunity-fund
ASTR - Astra Space,ASTR/astra-space
VGR - Vector Group,VGR/vector-group
BRDS - Bird Global,BRDS/bird-global
SHYF - Shyft,SHYF/shyft
MLAB - Mesa Laboratories,MLAB/mesa-laboratories
MTOR - Meritor,MTOR/meritor
CMP - Compass Minerals,CMP/compass-minerals
SGH - SMART Global Holdings,SGH/smart-global-holdings
BCYC - Bicycle Therapeutics,BCYC/bicycle-therapeutics
CDEV - Centennial Resource Development,CDEV/centennial-resource-development
CEQP - Crestwood Equity Partners LP,CEQP/crestwood-equity-partners-lp
MLNK - MeridianLink,MLNK/meridianlink
ROVR - Rover,ROVR/rover
EGO - Eldorado Gold,EGO/eldorado-gold
KRO - Kronos Worldwide Inc,KRO/kronos-worldwide-inc
OXM - Oxford Industries,OXM/oxford-industries
DVAX - Dynavax Technologies,DVAX/dynavax-technologies
TSLX - Sixth Street Specialty Lending,TSLX/sixth-street-specialty-lending
BGCP - BGC Partners,BGCP/bgc-partners
ALEC - Alector,ALEC/alector
RPAY - Repay Holdings,RPAY/repay-holdings
PMT - PennyMac Mortgage Investment Trust,PMT/pennymac-mortgage-investment-trust
ELF - E.l.f Beauty,ELF/elf-beauty
CVII - Churchill Capital Corp VII,CVII/churchill-capital-corp-vii
AKO.A - Embotelladora Andina S.A,AKO.A/embotelladora-andina-sa
AVYA - Avaya Holdings,AVYA/avaya-holdings
VRE - Veris Residential,VRE/veris-residential
SYBT - Stock Yards Bancorp,SYBT/stock-yards-bancorp
ITOS - ITeos Therapeutics,ITOS/iteos-therapeutics
KAHC - KKR Acquisition Holdings I,KAHC/kkr-acquisition-holdings-i
AEVA - Aeva Technologies,AEVA/aeva-technologies
